chr,lg,cm,rb_chr,Eston,IG72815,LR-26-10,LR-26-105,LR-26-107,LR-26-108,LR-26-110,LR-26-111,LR-26-112,LR-26-113,LR-26-116,LR-26-117,LR-26-118,LR-26-119,LR-26-12,LR-26-121,LR-26-122,LR-26-123,LR-26-125,LR-26-127,LR-26-128,LR-26-129,LR-26-13,LR-26-132,LR-26-134,LR-26-135,LR-26-136,LR-26-137,LR-26-138,LR-26-139,LR-26-140,LR-26-142,LR-26-145,LR-26-149,LR-26-151,LR-26-156,LR-26-157,LR-26-16,LR-26-161,LR-26-162,LR-26-163,LR-26-164,LR-26-165,LR-26-169,LR-26-17,LR-26-170,LR-26-171,LR-26-172,LR-26-173,LR-26-175,LR-26-176,LR-26-178,LR-26-18,LR-26-180,LR-26-181,LR-26-182,LR-26-183,LR-26-184,LR-26-186,LR-26-187,LR-26-188,LR-26-19,LR-26-193,LR-26-194,LR-26-196,LR-26-198,LR-26-20,LR-26-200,LR-26-202,LR-26-203,LR-26-204,LR-26-205,LR-26-206,LR-26-209,LR-26-210,LR-26-215,LR-26-216,LR-26-219,LR-26-22,LR-26-220,LR-26-223,LR-26-224,LR-26-227,LR-26-228,LR-26-23,LR-26-232,LR-26-233,LR-26-235,LR-26-238,LR-26-239,LR-26-240,LR-26-241,LR-26-243,LR-26-244,LR-26-245,LR-26-246,LR-26-247,LR-26-251,LR-26-252,LR-26-253,LR-26-254,LR-26-256,LR-26-257,LR-26-259,LR-26-261,LR-26-262,LR-26-266,LR-26-267,LR-26-269,LR-26-273,LR-26-274,LR-26-275,LR-26-276,LR-26-280,LR-26-281,LR-26-282,LR-26-283,LR-26-288,LR-26-29,LR-26-290,LR-26-292,LR-26-293,LR-26-294,LR-26-296,LR-26-297,LR-26-298,LR-26-299,LR-26-3,LR-26-30,LR-26-300,LR-26-301,LR-26-303,LR-26-304,LR-26-306,LR-26-307,LR-26-311,LR-26-312,LR-26-32,LR-26-36,LR-26-4,LR-26-41,LR-26-43,LR-26-45,LR-26-47,LR-26-49,LR-26-5,LR-26-54,LR-26-55,LR-26-56,LR-26-57,LR-26-62,LR-26-63,LR-26-64,LR-26-65,LR-26-66,LR-26-67,LR-26-7,LR-26-70,LR-26-75,LR-26-77,LR-26-78,LR-26-79,LR-26-84,LR-26-85,LR-26-86,LR-26-87,LR-26-90,LR-26-91,LR-26-95,LR-26-98,LR-26-99
LcChr2_152_250225280_251120567_11,LG2,188.0579989,LcChr2,a,b,a,b,b,b,b,a,a,b,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_156_257661275_257661341_5,LG2,188.0579989,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_61_61471646_61471723_2,LG2,188.0579989,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,-,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_145_237744116_237744314_3,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,b,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,-,b,-,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_157_259546499_259546499_1,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_160_266169044_266184233_5,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_162_269373956_269373956_1,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,-,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_164_270125336_270125483_5,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,-,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_166_271807310_271807310_1,LG2,189.2571617,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,-,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcContig14600_1_39564_39564_1,LG2,189.2571617,LcContig14600,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcContig57827_1_4826_4851_2,LG2,189.2571617,LcContig57827,a,b,a,b,b,b,b,-,a,-,a,a,-,-,a,a,a,a,a,-,b,b,a,a,a,a,a,b,a,-,a,a,a,a,b,a,a,-,a,b,a,b,-,b,b,a,b,b,a,-,b,b,a,a,a,b,a,a,-,a,a,a,a,a,a,a,b,b,-,a,a,-,-,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,b,a,b,a,a,a,-,a,a,a,b,a,-,a,-,b,-,b,a,a,a,a,a,b,a,a,a,-,a,a,a,a,a,a,a,b,b,a,b,a,b,a,-,a,a,a,a,a,b,b,a,a,a,a,b,a,-,a,a,a,a,a,-,a,b,b,b,a,-,a,a,b,-,a,a,a,b,a,b,a,b
LcChr2_159_263846130_263846169_2,LG2,193.4576278,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_161_267166234_267166239_2,LG2,193.4576278,LcChr2,a,b,a,b,b,b,b,a,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_167_272599501_272599501_1,LG2,194.810299,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_168_273777189_273777189_1,LG2,196.188961,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_170_276852505_278115446_5,LG2,197.498136,LcChr2,a,b,a,b,b,b,b,b,a,b,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcContig96737_1_21168_21191_2,LG2,198.8045731,LcContig96737,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr2_171_278730813_278730814_2,LG2,198.8045731,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,-,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,-,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,-,-,a,a,b,a,a,a,a,b,a,b,a,b
LcChr4_128_215490571_215490571_1,LG2,198.8045731,LcChr4,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,a,b,a,b,a,b
LcContig335769_1_18515_18515_1,LG2,200.3857923,LcContig335769,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,-,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,b,a,b
LcChr2_172_279753025_283587344_5,LG2,200.3857923,LcChr2,a,b,a,b,b,b,b,b,a,b,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,b,a,b
LcContig46970_1_16725_16725_1,LG2,200.3857923,LcContig46970,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,b,a,b
LcChr2_38_27437001_27437001_1,LG2,202.5150582,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,b,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,a,-,b,a,b,b,a,-,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,-,b,b,-,-,-,a,a,a,a,a,a,a,a,a,a,b,b,a,-,-,-,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,-,-,b,a,a,a,a,a,b,a,-,a,a,-,a,a,a,a,a,a,-,-,a,b,a,b,-,-,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,a,a,b
LcChr2_174_285312056_285312090_2,LG2,202.5150582,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,a,b,b,a,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,a,a,b
LcChr2_29_20746848_20746988_2,LG2,204.510503,LcChr2,a,b,a,b,b,b,b,b,a,-,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,-,a,b,a,b,-,b,b,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,-,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,a,a,b
LcChr2_128_193929353_193929503_3,LG2,205.2012407,LcChr2,a,b,a,b,b,b,b,b,a,b,a,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,a,b,b,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,-,-,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,b,a,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,-,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,-,a,a,b,b,a,a,a,b
LcChr2_173_285118164_285118259_4,LG2,208.2526824,LcChr2,a,b,a,b,b,b,b,b,a,-,b,a,b,-,a,a,a,a,a,a,b,b,a,a,a,a,a,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,a,b,b,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,-,a,a,a,a,b,a,a,b,b,a,a,a,a,b,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,a,a,b
LcChr2_175_285828694_285828694_1,LG2,208.2526824,LcChr2,a,b,a,b,b,-,b,b,a,-,b,-,b,-,a,a,a,-,a,a,b,b,a,a,a,-,-,b,a,a,a,a,a,b,b,a,a,-,a,b,a,b,a,b,b,b,b,b,a,a,b,b,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,-,a,a,b,b,a,a,a,b
LcChr2_177_288742857_289004245_6,LG2,209.0789134,LcChr2,a,b,a,b,b,b,b,b,a,-,b,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,a,b,b,b,b,b,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,a,a,b,b,a,b,a,b,a,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,a,-,a,a,b,a,a,a,b,b,a,a,a,b
LcChr2_178_290173937_291045658_2,LG2,216.3856953,LcChr2,a,b,a,b,b,b,b,b,a,-,b,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,b,b,b,b,b,b,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,b,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,-,a,a,a,a,b,a,a,b,b,a,b,a,b,b,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,-,b,a,b,a,a,a,b,b,a,a,a,b
LcChr2_180_292284742_292284742_1,LG2,217.2407294,LcChr2,a,b,a,b,b,b,b,a,a,-,b,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,a,b,b,a,a,a,a,b,a,b,b,b,b,b,b,b,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,b,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,-,a,a,a,a,b,a,a,b,b,a,b,a,b,b,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,-,b,a,b,a,a,a,b,b,a,a,a,b
LcChr2_181_293447862_294074565_7,LG2,219.1642442,LcChr2,a,b,a,b,b,b,b,a,a,b,b,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,b,b,b,a,a,a,a,b,a,b,b,b,b,b,b,b,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,b,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,b,a,a,a,a,b,a,a,b,b,a,b,a,b,b,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,-,b,a,b,a,a,a,b,b,a,b,a,b
LcChr2_199_308968059_308968059_1,LG2,219.1642442,LcChr2,a,b,a,b,b,b,b,a,a,-,b,a,b,-,a,a,a,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,b,b,b,a,a,a,a,b,a,b,b,b,b,b,b,b,a,a,b,b,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,a,a,a,b,b,b,a,b,b,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,-,a,a,a,a,b,a,a,b,b,a,b,a,b,b,a,a,a,a,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,-,b,a,b,a,a,a,b,b,a,b,a,b
LcChr2_132_198964058_198964106_3,LG2,220.5571893,LcChr2,a,b,a,b,b,b,b,a,-,b,b,-,-,-,a,a,b,a,a,a,b,b,a,b,a,a,b,b,a,a,a,a,b,b,b,a,a,-,a,b,a,-,-,b,b,b,b,b,-,-,b,b,a,a,a,-,a,a,a,a,a,b,a,a,a,a,-,b,a,b,b,-,-,a,a,a,a,a,a,a,b,a,a,a,-,b,b,a,b,-,a,a,b,a,a,a,-,a,a,a,b,a,a,a,a,-,a,b,a,a,a,a,a,b,a,a,b,-,a,a,a,a,b,-,a,b,b,a,b,a,b,b,a,a,a,-,a,a,b,b,a,a,a,a,b,a,a,a,a,a,a,-,-,b,b,b,b,a,-,b,a,b,a,a,a,b,b,a,b,a,b
